code,name,lot_size,stock_type,stock_child_type,stock_owner,option_type,strike_time,strike_price,suspension,listing_date,stock_id,delisting,index_option_type,main_contract,last_trade_time,exchange_type
US.LIST23797,SOL reserve concept,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10103795,False,N/A,False,,US_NYSE
US.LIST23852,JPMorgan ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10103851,False,N/A,False,,US_NYSE
US.LIST23920,Crypto Treasury,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10103919,False,N/A,False,,US_NYSE
US.LIST23921,Crypto Mining,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10103920,False,N/A,False,,US_NYSE
US.LIST23925,Data storage stock,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10103924,False,N/A,False,,US_NYSE
US.LIST23938,China Concept Stock Recent IPOs,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10103937,False,N/A,False,,US_NYSE
US.LIST23939,Energy Storage Concept,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10103938,False,N/A,False,,US_NYSE
US.LIST23979,Optical Communication,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10103978,False,N/A,False,,US_NYSE
US.LIST23987,Lithium mining stocks,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10103986,False,N/A,False,,US_NYSE
US.LIST24027,Prediction Market,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10104026,False,N/A,False,,US_NYSE
US.LIST24030,Silver ETFs,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10104029,False,N/A,False,,US_NYSE
US.LIST2426,"Furnishings, Fixtures & Appliances",0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002426,False,N/A,False,,US_NYSE
US.LIST2427,Beverages - Brewers,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002427,False,N/A,False,,US_NYSE
US.LIST2428,Drug Manufacturers - General,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002428,False,N/A,False,,US_NYSE
US.LIST2429,Insurance - Diversified,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002429,False,N/A,False,,US_NYSE
US.LIST2430,Uranium,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002430,False,N/A,False,,US_NYSE
US.LIST2431,Internet Retail,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002431,False,N/A,False,,US_NYSE
US.LIST2432,Streaming Services,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002432,False,N/A,False,,US_NYSE
US.LIST2433,Social Media,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002433,False,N/A,False,,US_NYSE
US.LIST2434,Tencent Ecosystem,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002434,False,N/A,False,,US_NYSE
US.LIST2435,Online Education,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002435,False,N/A,False,,US_NYSE
US.LIST2436,Tesla Ecosystem,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002436,False,N/A,False,,US_NYSE
US.LIST2437,Apple Ecosystem,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002437,False,N/A,False,,US_NYSE
US.LIST2438,Live Streaming,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002438,False,N/A,False,,US_NYSE
US.LIST2439,Search Engine,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002439,False,N/A,False,,US_NYSE
US.LIST2442,5G,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002442,False,N/A,False,,US_NYSE
US.LIST2443,Government Pension Fund of Norway,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002443,False,N/A,False,,US_NYSE
US.LIST2444,Autonomous Driving,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002444,False,N/A,False,,US_NYSE
US.LIST2447,Cruise Lines,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002447,False,N/A,False,,US_NYSE
US.LIST2448,OLED Technology,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002448,False,N/A,False,,US_NYSE
US.LIST2450,Solar Power,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002450,False,N/A,False,,US_NYSE
US.LIST2452,Infrastructure,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002452,False,N/A,False,,US_NYSE
US.LIST2456,Banks - Regional,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002456,False,N/A,False,,US_NYSE
US.LIST2457,REIT - Office,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002457,False,N/A,False,,US_NYSE
US.LIST2458,Utilities - Regulated Water,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002458,False,N/A,False,,US_NYSE
US.LIST2459,Beverages - Non-Alcoholic,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002459,False,N/A,False,,US_NYSE
US.LIST2460,Home Improvement Retail,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002460,False,N/A,False,,US_NYSE
US.LIST2461,Utilities - Renewable,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002461,False,N/A,False,,US_NYSE
US.LIST2462,Utilities - Independent Power Producers,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002462,False,N/A,False,,US_NYSE
US.LIST2463,Specialty Industrial Machinery,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002463,False,N/A,False,,US_NYSE
US.LIST2464,Beverages - Wineries & Distilleries,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002464,False,N/A,False,,US_NYSE
US.LIST2465,Insurance - Specialty,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002465,False,N/A,False,,US_NYSE
US.LIST2466,REIT - Industrial,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002466,False,N/A,False,,US_NYSE
US.LIST2467,Insurance - Reinsurance,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002467,False,N/A,False,,US_NYSE
US.LIST2468,Auto Manufacturers,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002468,False,N/A,False,,US_NYSE
US.LIST2469,REIT - Mortgage,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002469,False,N/A,False,,US_NYSE
US.LIST2470,Software - Application,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002470,False,N/A,False,,US_NYSE
US.LIST2471,Farm & Heavy Construction Machinery,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002471,False,N/A,False,,US_NYSE
US.LIST2472,Utilities - Regulated Electric,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002472,False,N/A,False,,US_NYSE
US.LIST2473,Confectioners,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002473,False,N/A,False,,US_NYSE
US.LIST2474,Specialty Business Services,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002474,False,N/A,False,,US_NYSE
US.LIST2475,REIT - Hotel & Motel,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002475,False,N/A,False,,US_NYSE
US.LIST2476,Consulting Services,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002476,False,N/A,False,,US_NYSE
US.LIST2477,Infrastructure Operations,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002477,False,N/A,False,,US_NYSE
US.LIST2478,Food Distribution,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002478,False,N/A,False,,US_NYSE
US.LIST2479,Mortgage Finance,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002479,False,N/A,False,,US_NYSE
US.LIST2480,Real Estate - Diversified,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002480,False,N/A,False,,US_NYSE
US.LIST2481,Banks - Diversified,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002481,False,N/A,False,,US_NYSE
US.LIST2482,REIT - Specialty,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002482,False,N/A,False,,US_NYSE
US.LIST2483,Building Products & Equipment,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002483,False,N/A,False,,US_NYSE
US.LIST2484,Insurance - Property & Casualty,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002484,False,N/A,False,,US_NYSE
US.LIST2485,Marine Shipping,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002485,False,N/A,False,,US_NYSE
US.LIST2486,Medical Care Facilities,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002486,False,N/A,False,,US_NYSE
US.LIST2487,Thermal Coal,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002487,False,N/A,False,,US_NYSE
US.LIST2488,Utilities - Diversified,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002488,False,N/A,False,,US_NYSE
US.LIST2489,Utilities - Regulated Gas,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002489,False,N/A,False,,US_NYSE
US.LIST2490,Financial Data & Stock Exchanges,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002490,False,N/A,False,,US_NYSE
US.LIST2491,Entertainment,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002491,False,N/A,False,,US_NYSE
US.LIST2492,Computer Hardware,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002492,False,N/A,False,,US_NYSE
US.LIST2493,Electrical Equipment & Parts,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002493,False,N/A,False,,US_NYSE
US.LIST2494,Apparel Retail,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002494,False,N/A,False,,US_NYSE
US.LIST2495,Financial Conglomerates,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002495,False,N/A,False,,US_NYSE
US.LIST2496,Staffing & Employment Services,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002496,False,N/A,False,,US_NYSE
US.LIST2497,Broadcasting,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002497,False,N/A,False,,US_NYSE
US.LIST2498,Travel Services,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002498,False,N/A,False,,US_NYSE
US.LIST2499,Textile Manufacturing,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002499,False,N/A,False,,US_NYSE
US.LIST2500,Integrated Freight & Logistics,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002500,False,N/A,False,,US_NYSE
US.LIST2501,Other Industrial Metals & Mining,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002501,False,N/A,False,,US_NYSE
US.LIST2502,Specialty Retail,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002502,False,N/A,False,,US_NYSE
US.LIST2503,REIT - Healthcare Facilities,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002503,False,N/A,False,,US_NYSE
US.LIST2504,Shell Companies,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002504,False,N/A,False,,US_NYSE
US.LIST2505,Coking Coal,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002505,False,N/A,False,,US_NYSE
US.LIST2506,Electronics & Computer Distribution,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002506,False,N/A,False,,US_NYSE
US.LIST2507,Other Precious Metals & Mining,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002507,False,N/A,False,,US_NYSE
US.LIST2508,Software - Infrastructure,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002508,False,N/A,False,,US_NYSE
US.LIST2509,Business Equipment & Supplies,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002509,False,N/A,False,,US_NYSE
US.LIST2510,Copper,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002510,False,N/A,False,,US_NYSE
US.LIST2511,Real Estate - Development,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002511,False,N/A,False,,US_NYSE
US.LIST2512,Insurance - Life,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002512,False,N/A,False,,US_NYSE
US.LIST2513,Drug Manufacturers - Specialty & Generic,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002513,False,N/A,False,,US_NYSE
US.LIST2515,Remote Work,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002515,False,N/A,False,,US_NYSE
US.LIST2517,China Concept Stocks,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002517,False,N/A,False,,US_NYSE
US.LIST2518,Star Tech Companies,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002518,False,N/A,False,,US_NYSE
US.LIST2520,SaaS,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002520,False,N/A,False,,US_NYSE
US.LIST2521,Data Center,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002521,False,N/A,False,,US_NYSE
US.LIST2526,Global medical industry,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002526,False,N/A,False,,US_NYSE
US.LIST2528,CRO,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002528,False,N/A,False,,US_NYSE
US.LIST2538,Food Delivery,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002538,False,N/A,False,,US_NYSE
US.LIST2539,Lidar Technology,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002539,False,N/A,False,,US_NYSE
US.LIST2540,Cloud Computing,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002540,False,N/A,False,,US_NYSE
US.LIST2542,Top Gainers Yesterday,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002542,False,N/A,False,,US_NYSE
US.LIST2544,Solid State Battery,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002544,False,N/A,False,,US_NYSE
US.LIST2546,Hydrogen Energy,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002546,False,N/A,False,,US_NYSE
US.LIST2547,EV Charging,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002547,False,N/A,False,,US_NYSE
US.LIST2548,AI Chip,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002548,False,N/A,False,,US_NYSE
US.LIST2551,ARK ETFs,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002551,False,N/A,False,,US_NYSE
US.LIST2552,Lithium Battery,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002552,False,N/A,False,,US_NYSE
US.LIST2553,3D Printing,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002553,False,N/A,False,,US_NYSE
US.LIST2555,WallStreetBets,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002555,False,N/A,False,,US_NYSE
US.LIST2556,Space,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002556,False,N/A,False,,US_NYSE
US.LIST2561,Non-Fungible Tokens,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002561,False,N/A,False,,US_NYSE
US.LIST2567,Metaverse,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002567,False,N/A,False,,US_NYSE
US.LIST2568,Electric Vehicles,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002568,False,N/A,False,,US_NYSE
US.LIST2569,Gene Editing,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002569,False,N/A,False,,US_NYSE
US.LIST2570,Cybersecurity,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002570,False,N/A,False,,US_NYSE
US.LIST2571,ESG Investing,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002571,False,N/A,False,,US_NYSE
US.LIST2572,Renewable Energy,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002572,False,N/A,False,,US_NYSE
US.LIST2573,Cancer Research,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002573,False,N/A,False,,US_NYSE
US.LIST2574,Sports,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002574,False,N/A,False,,US_NYSE
US.LIST2575,Clothing,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002575,False,N/A,False,,US_NYSE
US.LIST2576,Internet of Things,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002576,False,N/A,False,,US_NYSE
US.LIST2577,Wireless Charging,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002577,False,N/A,False,,US_NYSE
US.LIST2579,Smart Home,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002579,False,N/A,False,,US_NYSE
US.LIST2581,Firearm Manufacturers,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002581,False,N/A,False,,US_NYSE
US.LIST2582,Natural Gas,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002582,False,N/A,False,,US_NYSE
US.LIST2583,Nuclear Power,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002583,False,N/A,False,,US_NYSE
US.LIST2584,Facial Recognition,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002584,False,N/A,False,,US_NYSE
US.LIST2585,Shale Oil,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002585,False,N/A,False,,US_NYSE
US.LIST2586,Software Outsourcing,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002586,False,N/A,False,,US_NYSE
US.LIST2587,Credit Card Payment,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002587,False,N/A,False,,US_NYSE
US.LIST2588,Digital Music,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002588,False,N/A,False,,US_NYSE
US.LIST2589,Asset Management,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002589,False,N/A,False,,US_NYSE
US.LIST2591,MSCI ESG ETFs,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002591,False,N/A,False,,US_NYSE
US.LIST2593,Hot ETFs,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002593,False,N/A,False,,US_NYSE
US.LIST2594,Quantum Computing,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002594,False,N/A,False,,US_NYSE
US.LIST2605,HK ADR,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002605,False,N/A,False,,US_NYSE
US.LIST2614,MSCI Chinese Index,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002614,False,N/A,False,,US_NYSE
US.LIST2617,Holiday Consumption Related,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002617,False,N/A,False,,US_NYSE
US.LIST2618,OTC ADRs,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002618,False,N/A,False,,US_NYSE
US.LIST2650,Dividend Aristocrats,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002650,False,N/A,False,,US_NYSE
US.LIST2652,Mpox (monkeypox),0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002652,False,N/A,False,,US_NYSE
US.LIST2653,Robotics,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002653,False,N/A,False,,US_NYSE
US.LIST2654,Defense,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002654,False,N/A,False,,US_NYSE
US.LIST2655,Blockchain,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002655,False,N/A,False,,US_NYSE
US.LIST2657,Digital Payment,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002657,False,N/A,False,,US_NYSE
US.LIST2658,PTP,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002658,False,N/A,False,,US_NYSE
US.LIST2700,Regional ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002700,False,N/A,False,,US_NYSE
US.LIST2701,Middle-East ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002701,False,N/A,False,,US_NYSE
US.LIST2702,China Concept ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002702,False,N/A,False,,US_NYSE
US.LIST2703,Asia ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002703,False,N/A,False,,US_NYSE
US.LIST2704,Global ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002704,False,N/A,False,,US_NYSE
US.LIST2705,North America ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002705,False,N/A,False,,US_NYSE
US.LIST2706,Latin America ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002706,False,N/A,False,,US_NYSE
US.LIST2707,Europe ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002707,False,N/A,False,,US_NYSE
US.LIST2710,US stock market index ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002710,False,N/A,False,,US_NYSE
US.LIST2711,VIX ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002711,False,N/A,False,,US_NYSE
US.LIST2712,S&P 500 ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002712,False,N/A,False,,US_NYSE
US.LIST2713,NASDAQ Composite Index ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002713,False,N/A,False,,US_NYSE
US.LIST2714,Russel 2000 ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002714,False,N/A,False,,US_NYSE
US.LIST2715,DJI Average ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002715,False,N/A,False,,US_NYSE
US.LIST2720,Commodity ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002720,False,N/A,False,,US_NYSE
US.LIST2721,Crude Oil Product,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002721,False,N/A,False,,US_NYSE
US.LIST2722,Raw Material ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002722,False,N/A,False,,US_NYSE
US.LIST2723,Silver ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002723,False,N/A,False,,US_NYSE
US.LIST2724,Energy ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002724,False,N/A,False,,US_NYSE
US.LIST2725,Gold Mine ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002725,False,N/A,False,,US_NYSE
US.LIST2726,Gold ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002726,False,N/A,False,,US_NYSE
US.LIST2730,Bond ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002730,False,N/A,False,,US_NYSE
US.LIST2731,Credit Bond ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002731,False,N/A,False,,US_NYSE
US.LIST2732,Corporate Bond ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002732,False,N/A,False,,US_NYSE
US.LIST2733,Treasury Bond ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002733,False,N/A,False,,US_NYSE
US.LIST2734,Municipal Bond ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002734,False,N/A,False,,US_NYSE
US.LIST2735,Total Bond Market ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002735,False,N/A,False,,US_NYSE
US.LIST2736,TIPS Bond ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002736,False,N/A,False,,US_NYSE
US.LIST2737,Emerging Markets Bond ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002737,False,N/A,False,,US_NYSE
US.LIST2738,High Yield Corporate Bond ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002738,False,N/A,False,,US_NYSE
US.LIST2750,Foreign Exchange ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002750,False,N/A,False,,US_NYSE
US.LIST2751,Foreign Exchange ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002751,False,N/A,False,,US_NYSE
US.LIST2760,Industry ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002760,False,N/A,False,,US_NYSE
US.LIST2761,Industry ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002761,False,N/A,False,,US_NYSE
US.LIST2770,Hotspot ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002770,False,N/A,False,,US_NYSE
US.LIST2771,Today's hot spot,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002771,False,N/A,False,,US_NYSE
US.LIST2790,Other ETFs,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002790,False,N/A,False,,US_NYSE
US.LIST2799,ETF,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002799,False,N/A,False,,US_NYSE
US.LIST2901,European Index,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002901,False,N/A,False,,US_NYSE
US.LIST2902,Australian Index,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002902,False,N/A,False,,US_NYSE
US.LIST2903,American Index,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002903,False,N/A,False,,US_NYSE
US.LIST2904,African Index,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002904,False,N/A,False,,US_NYSE
US.LIST2920,Top Gainers,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002920,False,N/A,False,,US_NYSE
US.LIST2921,IPOs,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002921,False,N/A,False,,US_NYSE
US.LIST2955,ETF,1,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002955,False,N/A,False,,US_NYSE
US.LIST2981,All Shares-US Market,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002981,False,N/A,False,,US_NYSE
US.LIST2982,US New Economic Stocks,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002982,False,N/A,False,,US_NYSE
US.LIST2997,Cannabis & Hemp,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002997,False,N/A,False,,US_NYSE
US.LIST2998,Singles' Day Sales,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002998,False,N/A,False,,US_NYSE
US.LIST2999,Warren Buffett Portfolio,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10002999,False,N/A,False,,US_NYSE
US.LIST91302,Regular Savings Plan,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10191302,False,N/A,False,,US_NYSE
US.LIST91318,US-ETF-ALL,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10191318,False,N/A,False,,US_NYSE
US.LIST91325,Nasdaq 100,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10191325,False,N/A,False,,US_NYSE
US.LIST91326,S&P 500,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10191326,False,N/A,False,,US_NYSE
US.LIST91327,VIX,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10191327,False,N/A,False,,US_NYSE
US.LIST91337,HK券商美股定投,0,PLATE,N/A,,N/A,,N/A,N/A,1970-01-01,10191337,False,N/A,False,,US_NYSE
