code,is_long_permit,is_short_permit,short_pool_remain,short_fee_rate,alert_long_ratio,alert_short_ratio,im_long_ratio,im_short_ratio,mcm_long_ratio,mcm_short_ratio,mm_long_ratio,mm_short_ratio
US.ACIU,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.ACMMY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACGX,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACHL,False,False,0.0,0.0,100.0,168.92000000000002,100.0,168.92000000000002,100.0,168.92000000000002,100.0,168.92000000000002
US.ACUT,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ADAMG,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.ADAMI,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.ACBD,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACCO,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.ACFN,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.ACEL,False,False,0.0,0.0,100.0,57.116,100.0,60.0,100.0,55.879999999999995,100.0,43.519999999999996
US.ACXP,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.ACCR,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACDC,False,True,671500.0,3.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0
US.ACITD,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACMR,True,True,482800.0,3.0,87.0,96.5,90.0,110.00000000000001,85.0,95.0,75.0,90.0
US.ACPS,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACTG,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.ACLX,False,True,48000.0,3.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,190.0
US.ACOG,False,False,0.0,0.0,100.0,75.76,100.0,75.76,100.0,75.76,100.0,75.76
US.ACU,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.ADAML,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.ACNT,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.ADBE,True,True,2054500.0,3.0,45.0,38.0,45.0,40.0,45.0,36.7,35.0,30.0
US.ADC.PRA,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.ACAHU,False,False,0.0,0.0,100.0,57.70925,100.0,60.0,100.0,56.7275,100.0,46.910000000000004
US.ACER,False,False,0.0,0.0,100.0,378.79,100.0,378.79,100.0,378.79,100.0,378.79
US.ACTHD,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AD,False,True,35000.0,3.0,100.0,187.0,100.0,190.0,100.0,185.0,100.0,175.0
US.ACAD,True,True,732300.0,3.0,92.0,97.0,95.0,100.0,90.0,95.0,80.0,85.0
US.ACEND,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACBM,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACGLO,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.ACMTA,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ADAM,True,True,1029400.0,3.0,87.0,217.0,90.0,220.00000000000003,85.0,215.0,75.0,204.99999999999997
US.ACAT,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACGL,True,True,1696900.0,3.0,48.0,68.0,50.0,70.0,46.7,66.7,40.0,60.0
US.ACGLL,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ADACU,False,False,0.0,0.0,100.0,58.26924999999999,100.0,60.0,100.0,57.527499999999996,100.0,50.11
US.ACHC,True,True,135900.0,3.0,63.0,78.0,65.0,80.0,61.7,76.7,55.00000000000001,70.0
US.ACHR,True,True,2633985.0,3.0,80.0,200.0,80.0,200.0,80.0,200.0,70.0,190.0
US.ACZT,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACLHD,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACRS,False,True,1048400.0,3.0,100.0,227.0,100.0,229.99999999999997,100.0,225.0,100.0,215.0
US.ACSAY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ADAG,False,False,0.0,0.0,100.0,137.67000000000002,100.0,137.67000000000002,100.0,137.67000000000002,100.0,137.67000000000002
US.ACCYY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACGBY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACN,True,True,1510500.0,3.0,43.0,38.0,45.0,40.0,41.699999999999996,36.7,35.0,30.0
US.ACNE,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACON,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.ACRL,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACCMD,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACIW,True,True,704100.0,3.0,67.0,78.0,70.0,80.0,65.0,76.7,55.00000000000001,70.0
US.ACT,True,True,135000.0,3.0,78.0,100.0,80.0,100.0,76.7,100.0,70.0,90.0
US.ACVA,True,True,715200.0,3.0,78.0,117.0,80.0,120.0,76.7,114.99999999999999,70.0,105.0
US.ADCT,False,False,0.0,0.0,100.0,217.0,100.0,220.00000000000003,100.0,215.0,100.0,204.99999999999997
US.ACAH,False,False,0.0,0.0,100.0,57.87375,100.0,60.0,100.0,56.962500000000006,100.0,47.85
US.ACTU,False,False,0.0,0.0,100.0,83.06,100.0,83.06,100.0,83.06,100.0,83.06
US.ADAMN,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.ADDHY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACORQ,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACAN,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACI,True,True,1464300.0,3.0,55.00000000000001,68.0,55.00000000000001,70.0,55.00000000000001,66.7,45.0,60.0
US.ACOPY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACUR,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ADAMH,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.ACB,True,True,349300.0,3.0,99.0,247.00000000000003,99.0,250.0,99.0,245.00000000000003,89.0,235.0
US.ACKAY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACAI,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACMB,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACMT,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACR.PRD,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.ACRV,False,False,0.0,0.0,100.0,102.46,100.0,102.46,100.0,102.46,100.0,102.46
US.ADAPY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACET,False,False,0.0,0.0,100.0,63.06,100.0,63.06,100.0,63.06,100.0,63.06
US.ACHV,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.ACM,True,True,426100.0,3.0,48.0,77.0,50.0,80.0,46.7,75.0,40.0,65.0
US.ACLLY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACA,True,True,166500.0,3.0,78.0,107.0,80.0,110.00000000000001,76.7,105.0,70.0,100.0
US.ACLL,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.ACP.PRA,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.ACTX,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACDXD,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACRG,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACR.PRC,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.ACFND,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACGN,False,False,0.0,0.0,100.0,657.9,100.0,657.9,100.0,657.9,100.0,657.9
US.ACNB,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.ACCL,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.ACCS,False,False,0.0,0.0,100.0,59.733999999999995,100.0,60.0,100.0,59.62,100.0,58.48
US.ACENY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACGLN,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.ACGP,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACHN,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ACIC,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.ACLS,True,False,0.0,0.0,78.0,197.0,80.0,200.0,76.7,195.0,70.0,185.0
US.ADAMM,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.ADAMZ,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.ADCV,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AEPT,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ADGO,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ADI,True,True,1687500.0,3.0,45.0,56.99999999999999,45.0,60.0,45.0,55.00000000000001,35.0,45.0
US.ADIWW,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AEBZY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AEPPL,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.ADTN,False,False,0.0,0.0,100.0,187.0,100.0,190.0,100.0,185.0,100.0,175.0
US.AERGP,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AERT,False,False,0.0,0.0,100.0,482.63,100.0,482.63,100.0,482.63,100.0,482.63
US.AEHL,False,False,0.0,0.0,100.0,114.68,100.0,114.68,100.0,114.68,100.0,114.68
US.AEXYD,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ADDLY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ADGM,False,False,0.0,0.0,100.0,255.10999999999999,100.0,255.10999999999999,100.0,255.10999999999999,100.0,255.10999999999999
US.ADHI,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ADPXY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AEI,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.AEO,True,True,537000.0,3.0,56.99999999999999,67.0,60.0,70.0,55.00000000000001,65.0,45.0,55.00000000000001
US.ADNH,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,185.0
US.AEAQU,False,False,0.0,0.0,100.0,58.243,100.0,60.0,100.0,57.489999999999995,100.0,49.96
US.ADRNY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ADVB,False,False,0.0,0.0,100.0,739.65,100.0,739.65,100.0,739.65,100.0,739.65
US.AEE,True,True,1400700.0,3.0,47.0,56.99999999999999,50.0,60.0,45.0,55.00000000000001,35.0,45.0
US.AEHAU,False,False,0.0,0.0,100.0,58.430249999999994,100.0,60.0,100.0,57.75749999999999,100.0,51.03
US.ADMG,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ADSK,True,True,1021100.0,3.0,47.0,56.99999999999999,50.0,60.0,45.0,55.00000000000001,35.0,45.0
US.ADXS,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AEXAY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ADDYY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AEBMY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AES,True,True,4165100.0,3.0,47.0,56.99999999999999,50.0,60.0,45.0,55.00000000000001,35.0,45.0
US.ADMT,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ADVT,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AEG,True,True,348200.0,3.0,73.0,73.0,75.0,75.0,71.7,71.7,65.0,65.0
US.AEMD,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.AERO,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.AEYGQ,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ADMA,False,True,1173400.0,3.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,190.0
US.ADNT,True,True,497500.0,3.0,67.0,107.0,70.0,110.00000000000001,65.0,105.0,55.00000000000001,95.0
US.ADUS,True,False,0.0,0.0,78.0,76.0,80.0,80.0,76.7,73.3,70.0,60.0
US.ADYX,False,False,0.0,0.0,100.0,120.0,100.0,150.0,100.0,110.00000000000001,100.0,100.0
US.AFBI,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.ADM,True,True,1116800.0,3.0,47.0,56.99999999999999,50.0,60.0,45.0,55.00000000000001,35.0,45.0
US.ADXSD,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AEC,False,False,0.0,0.0,100.0,99.81,100.0,99.81,100.0,99.81,100.0,99.81
US.AEMMY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ADUR,False,False,0.0,0.0,100.0,57.609500000000004,100.0,60.0,100.0,56.584999999999994,100.0,46.339999999999996
US.AETHF,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ADERY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ADPT,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.ADXN,False,False,0.0,0.0,100.0,64.60000000000001,100.0,64.60000000000001,100.0,64.60000000000001,100.0,64.60000000000001
US.AESI,False,True,218600.0,3.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0
US.AECX,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AENT,False,False,0.0,0.0,100.0,62.27,100.0,62.27,100.0,62.27,100.0,62.27
US.AEPPZ,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.AERS,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ADIL,False,False,0.0,0.0,100.0,1096.5,100.0,1096.5,100.0,1096.5,100.0,1096.5
US.ADT,True,True,2798600.0,3.0,63.0,117.0,65.0,120.0,61.7,114.99999999999999,55.00000000000001,105.0
US.AEZSW,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.AEL.PRA,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.AFDG,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AEYE,False,False,0.0,0.0,100.0,58.0295,100.0,60.0,100.0,57.184999999999995,100.0,48.74
US.ADXRD,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AELIY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ADSE,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.AENZ,False,False,0.0,0.0,100.0,128.87,100.0,128.87,100.0,128.87,100.0,128.87
US.ADP,True,True,1584700.0,3.0,45.0,38.0,45.0,40.0,45.0,36.7,35.0,30.0
US.AEGY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AEON,False,False,0.0,0.0,100.0,150.0,100.0,150.0,100.0,150.0,100.0,140.0
US.ADHC,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ADMQ,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AFCG,True,False,0.0,0.0,88.0,100.0,90.0,100.0,86.7,100.0,80.0,100.0
US.AFFG,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ADOOY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AEL.PRB,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.AEXAD,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AFARU,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.AERG,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ADEX.U,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.ADRZY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AEFC,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.AEM,True,True,824300.0,3.0,47.0,56.99999999999999,50.0,60.0,45.0,55.00000000000001,35.0,45.0
US.ADEA,True,False,0.0,0.0,90.0,70.0,90.0,70.0,90.0,70.0,80.0,60.0
US.AEIS,True,True,202900.0,3.0,60.0,78.0,60.0,80.0,60.0,76.7,50.0,70.0
US.ADV,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0
US.AEXA,False,False,0.0,0.0,100.0,57.22975,100.0,60.0,100.0,56.0425,100.0,44.17
US.AFBL,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AEHR,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.ADIA,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AEAE,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AEBI,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.AEP,True,True,2134700.0,3.0,47.0,56.99999999999999,50.0,60.0,45.0,55.00000000000001,35.0,45.0
US.AECLY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AEHGS,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AER,True,True,739500.0,3.0,50.0,77.0,50.0,80.0,50.0,75.0,40.0,65.0
US.AEVA,False,True,159600.0,3.0,100.0,206.99999999999997,100.0,210.0,100.0,204.99999999999997,100.0,195.0
US.ADTI,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ADTX,False,False,0.0,0.0,100.0,300.0,100.0,300.0,100.0,300.0,100.0,290.0
US.ADYEY,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.AEAEU,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AFAR,False,False,0.0,0.0,100.0,56.991749999999996,100.0,60.0,100.0,55.7025,100.0,42.809999999999995
US.AGRIP,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AHKSY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AGII,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.AFTCD,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AFNL,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AGNCL,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.AGTT,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AGL,True,True,1748400.0,3.0,73.0,77.0,75.0,80.0,71.7,75.0,65.0,65.0
US.AGNCP,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.AHG,False,False,0.0,0.0,100.0,151.52,100.0,151.52,100.0,151.52,100.0,151.52
US.AFJKR,False,False,0.0,0.0,100.0,625.0,100.0,625.0,100.0,625.0,100.0,625.0
US.AGRO,True,False,0.0,0.0,88.0,100.0,90.0,100.0,86.7,100.0,80.0,90.0
US.AHI,False,False,0.0,0.0,100.0,166.67000000000002,100.0,166.67000000000002,100.0,166.67000000000002,100.0,166.67000000000002
US.AFFL,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AFGE,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.AFMDQ,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AGMH,False,False,0.0,0.0,100.0,128.21,100.0,128.21,100.0,128.21,100.0,128.21
US.AGNCO,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.AGRZ,False,False,0.0,0.0,100.0,223.22000000000003,100.0,223.22000000000003,100.0,223.22000000000003,100.0,223.22000000000003
US.AGTX,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AFSIM,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AGIO,True,True,231700.0,3.0,87.0,187.0,90.0,190.0,85.0,185.0,75.0,175.0
US.AGGI,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AGNCN,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.AHH.PRA,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.AFH,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.AGX,False,False,0.0,0.0,100.0,76.0,100.0,80.0,100.0,73.3,100.0,60.0
US.AFFU,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AFINO,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.AGYYD,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AFSIA,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AG,True,True,4501800.0,3.0,67.0,137.0,70.0,140.0,65.0,135.0,55.00000000000001,125.0
US.AGIN,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AGILQ,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AGNCZ,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.AFJK,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.AFLYY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AFRAD,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AGGNY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AGO,True,True,301800.0,3.0,67.0,157.0,70.0,160.0,65.0,155.0,55.00000000000001,145.0
US.AGM.PRF,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.AFSIP,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AGYS,True,True,138900.0,3.0,90.0,187.0,90.0,190.0,90.0,185.0,80.0,175.0
US.AHCHY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AHII,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AGLXY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AGLY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AGM.PRD,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.AHEXY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AFYA,True,False,0.0,0.0,88.0,206.99999999999997,90.0,210.0,86.7,204.99999999999997,80.0,195.0
US.AGSO,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AGSS,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AGDY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.AFGC,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.AFIB,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.AFRM,True,True,1047200.0,3.0,63.0,80.0,65.0,80.0,61.7,80.0,55.00000000000001,70.0
US.AGI,True,True,1813900.0,3.0,68.0,157.0,70.0,160.0,66.7,155.0,60.0,145.0
